"realm","biome","eco_id","eco_name","species_group","kingdom","habitat_id","habitat","CF_occ_avg_reg","CF_occ_avg_glo","CF_occ_mar_reg","CF_occ_mar_glo","CF_tra_avg_reg","CF_tra_avg_glo","CF_tra_mar_reg","CF_tra_mar_glo","quality_reg","quality_glo"
"AA",4,10402,"Eastern Australian temperate forests","Eukaryota",NA,7,"Managed_forest_Minimal",2.43030136978795e-13,2.6929310341167e-15,5.58138782511352e-13,6.31674586700212e-15,1.22806672130848e-10,1.35434938579054e-12,2.81380942752578e-10,3.17367443261569e-12,"original","original"
"AA",4,10402,"Eastern Australian temperate forests","Eukaryota",NA,8,"Pasture_Intense",2.84803435654721e-12,2.28924795338215e-14,5.65735167128271e-12,4.90634655431146e-14,1.49120854281776e-09,1.18095251384421e-11,2.94421903006218e-09,2.51921913531666e-11,"original","original"
"AA",4,10402,"Eastern Australian temperate forests","Eukaryota",NA,9,"Pasture_Light",2.46955606317346e-12,1.83759087744098e-14,4.75514668910706e-12,3.82970022800123e-14,1.30028079743652e-09,9.53108886601435e-12,2.48909130904274e-09,1.97609246397433e-11,"original","original"
"AA",4,10402,"Eastern Australian temperate forests","Eukaryota",NA,10,"Pasture_Minimal",1.13637219520053e-12,6.90417444668263e-15,2.02982596722896e-12,1.31538036404266e-14,6.05946910801531e-10,3.63958022101822e-12,1.07815073999541e-09,6.9005239078473e-12,"proxy_intensity","proxy_intensity"
"AA",4,10402,"Eastern Australian temperate forests","Eukaryota",NA,11,"Plantation_Intense",3.43729083268035e-12,2.90563000423023e-14,6.97395191542313e-12,6.32595335542687e-14,1.79231043720097e-09,1.49410980721468e-11,3.61515691466196e-09,3.23927021287942e-11,"original","original"
"AA",4,10402,"Eastern Australian temperate forests","Eukaryota",NA,12,"Plantation_Light",2.72764403260457e-12,2.05877298684052e-14,5.2823175738438e-12,4.30724149359519e-14,1.43432091461114e-09,1.06690300613447e-11,2.76179243775052e-09,2.22090770411256e-11,"proxy_partial","proxy_partial"
"AA",4,10402,"Eastern Australian temperate forests","Eukaryota",NA,13,"Plantation_Minimal",1.13725952256398e-12,1.24321904088414e-14,2.59479715320782e-12,2.90636671425808e-14,5.79258877736738e-10,6.298544101739e-12,1.31821979964927e-09,1.47072834377164e-11,"proxy_intensity","proxy_intensity"
"AA",4,10402,"Eastern Australian temperate forests","Eukaryota",NA,14,"Urban_Intense",3.01792101228468e-12,2.44428088869103e-14,6.01608340883933e-12,5.25026621794692e-14,1.57946721092258e-09,1.2604936889851e-11,3.12959368978699e-09,2.69503852538164e-11,"original","original"
"AA",4,10402,"Eastern Australian temperate forests","Eukaryota",NA,15,"Urban_Light",1.70616863836579e-12,9.04145437530741e-15,2.91605064622294e-12,1.59065061605648e-14,9.16460838934505e-10,4.83005548958742e-12,1.563722935186e-09,8.48013783148222e-12,"original","original"
"AA",4,10402,"Eastern Australian temperate forests","Eukaryota",NA,16,"Urban_Minimal",1.6199451210722e-12,8.29817093694976e-15,2.74093391721574e-12,1.42672253797797e-14,8.65759206414383e-10,4.41948502714623e-12,1.46335885767037e-09,7.59261098398881e-12,"original","original"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,2,"Cropland_Intense",1.38461397684372e-11,5.20314592950976e-15,2.8824763490702e-11,9.64799297015232e-15,1.06290756786472e-08,4.10517199078879e-12,2.22960190834661e-08,7.65834722916402e-12,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,3,"Cropland_Light",1.10457295637646e-11,5.04812285713553e-15,2.247924373328e-11,9.29672230024631e-15,8.53754034305394e-09,3.98939029810607e-12,1.7493220124405e-08,7.392477375745e-12,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,4,"Cropland_Minimal",7.76484759317816e-12,2.71973053791398e-15,1.62786651723985e-11,5.05718517968566e-15,5.94787688840299e-09,2.14436810107401e-12,1.25682905129464e-08,4.01141101890921e-12,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,5,"Managed_forest_Intense",2.94207554054423e-11,4.33356617155137e-15,3.6633300328226e-11,5.7013120450234e-15,2.28598822101462e-08,3.37587762816213e-12,2.84341630939463e-08,4.45596189196366e-12,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,6,"Managed_forest_Light",1.49171856048777e-11,1.56347836614905e-15,1.85565773049472e-11,2.02907581754697e-15,1.14969226854499e-08,1.21200653021964e-12,1.42889370968827e-08,1.57697590932464e-12,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,7,"Managed_forest_Minimal",4.48227674422885e-12,4.12060761954586e-16,5.57423025485042e-12,5.31204030895826e-16,3.4460293831915e-09,3.18666843263255e-13,4.28184133078589e-09,4.1169313012679e-13,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,8,"Pasture_Intense",1.74959959329641e-11,4.64183432432088e-15,1.92053798436564e-11,4.91522706568138e-15,9.31703843006287e-09,2.45379378202169e-12,1.05632929883741e-08,2.60463367103478e-12,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,9,"Pasture_Light",1.34778744015439e-11,4.41940207352615e-15,1.50967688785031e-11,4.68778556659464e-15,7.29005062628862e-09,2.34158526468309e-12,8.4906567448717e-09,2.48989818055348e-12,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,10,"Pasture_Minimal",5.39204223085916e-12,3.99001793848574e-15,6.34024052370481e-12,4.24043211685645e-15,3.02650593293683e-09,2.10804531472698e-12,3.7361450328683e-09,2.24383532554397e-12,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,11,"Plantation_Intense",1.23219644192904e-11,6.37327360466414e-15,1.94517537823153e-11,9.15563413864971e-15,9.06866842766098e-09,4.55759771384438e-12,1.45198166631081e-08,6.64974046368623e-12,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,12,"Plantation_Light",1.05682207574308e-11,6.27619113790098e-15,1.61477167290362e-11,8.97273165729786e-15,7.73914865941455e-09,4.48399912499766e-12,1.20047948107289e-08,6.51051571225744e-12,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,13,"Plantation_Minimal",3.17501517148332e-12,7.1777572997231e-16,5.62334582261364e-12,1.08070624192216e-15,2.381023522268e-09,5.18052774938811e-13,4.25315827245584e-09,7.9220162555313e-13,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,14,"Urban_Intense",1.01960801749495e-11,5.73280269379606e-15,1.94286543448206e-11,1.0421505410534e-14,7.79539782282089e-09,4.44795489858942e-12,1.50521646063463e-08,8.17583669210959e-12,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,15,"Urban_Light",3.93667626901748e-12,3.05219409833645e-15,7.16150452510187e-12,5.52166063491894e-15,3.10634840996302e-09,2.374513488633e-12,5.71004849689582e-09,4.34267427510749e-12,"proxy_type","proxy_type"
"AA",4,10403,"Fiordland temperate forests","Eukaryota",NA,16,"Urban_Minimal",0,0,0,0,0,0,0,0,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,2,"Cropland_Intense",1.38461397684372e-11,2.33801735775792e-15,2.8824763490702e-11,4.59006963317848e-15,1.06290756786472e-08,1.82930775709021e-12,2.22960190834661e-08,3.61241039955319e-12,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,3,"Cropland_Light",1.10457295637646e-11,2.11197566565147e-15,2.247924373328e-11,4.07787609065056e-15,8.53754034305394e-09,1.66048456627014e-12,1.7493220124405e-08,3.22474119246994e-12,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,4,"Cropland_Minimal",7.76484759317816e-12,1.25663851367524e-15,1.62786651723985e-11,2.48218290070995e-15,5.94787688840299e-09,9.81442375825682e-13,1.25682905129464e-08,1.95008417503095e-12,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,5,"Managed_forest_Intense",1.67696666958382e-11,2.76491248290412e-15,1.81985557932886e-11,2.89888031703718e-15,9.98817947820377e-09,1.53432777888847e-12,1.10106948854556e-08,1.61589925509008e-12,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,6,"Managed_forest_Light",7.26587545316388e-12,9.71384784379334e-16,7.76803084948549e-12,1.01699880806582e-15,4.08222590072516e-09,5.28081475726547e-13,4.41782466224083e-09,5.54907411774854e-13,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,7,"Managed_forest_Minimal",2.03041446809557e-12,2.32380452892871e-16,2.15945372415944e-12,2.43265218214678e-16,1.10985207348388e-09,1.24397160473852e-13,1.19294067891112e-09,1.30684556536613e-13,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,8,"Pasture_Intense",2.82063244708253e-11,9.27802820755568e-15,3.05379086822685e-11,9.68685161103308e-15,1.50252970395047e-08,4.89230661767614e-12,1.6596308650376e-08,5.12134801405327e-12,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,9,"Pasture_Light",2.53518059265084e-11,9.04761903363179e-15,2.75641571676203e-11,9.44681826764874e-15,1.35948181707236e-08,4.77684215340506e-12,1.51060788141821e-08,5.00106061000127e-12,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,10,"Pasture_Minimal",1.26063353842158e-11,5.21832304897353e-15,1.38249460434558e-11,5.44906053475103e-15,6.85157893467141e-09,2.76074396839566e-12,7.70381256298226e-09,2.89087410980331e-12,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,11,"Plantation_Intense",1.23219644192904e-11,2.28101403999178e-15,1.94517537823153e-11,3.38141977204003e-15,9.06866842766098e-09,1.66609711309056e-12,1.45198166631081e-08,2.50444490781357e-12,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,12,"Plantation_Light",1.05682207574308e-11,2.13945649810514e-15,1.61477167290362e-11,3.11472665506044e-15,7.73914865941455e-09,1.5587817999261e-12,1.20047948107289e-08,2.30143900737515e-12,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,13,"Plantation_Minimal",3.17501517148332e-12,3.78794785739681e-16,5.62334582261364e-12,6.26408789572594e-16,2.381023522268e-09,2.81151645953463e-13,4.25315827245584e-09,4.7020307441911e-13,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,14,"Urban_Intense",1.01960801749495e-11,2.08978477247567e-15,1.94286543448206e-11,3.86191997530786e-15,7.79539782282089e-09,1.6118191668259e-12,1.50521646063463e-08,3.01517563080293e-12,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,15,"Urban_Light",3.93667626901748e-12,1.01244618525125e-15,7.16150452510187e-12,1.83588793005493e-15,3.10634840996302e-09,7.89578801870193e-13,5.71004849689582e-09,1.44810906119523e-12,"proxy_type","proxy_type"
"AA",4,10404,"Nelson Coast temperate forests","Eukaryota",NA,16,"Urban_Minimal",9.90630981310258e-12,4.91851455498525e-15,1.03053616622784e-11,5.11289268428989e-15,5.23317297409976e-09,2.59745050790841e-12,5.44403303854688e-09,2.70013163035596e-12,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,2,"Cropland_Intense",5.80420927020846e-12,3.64504994424705e-15,9.62230454880032e-12,5.9551123551812e-15,3.38893843333604e-09,1.93466914906664e-12,5.65566927079008e-09,3.16316100920338e-12,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,3,"Cropland_Light",4.8386786311625e-12,3.11990925318096e-15,8.01995371538057e-12,5.08361269482469e-15,2.90186535348702e-09,1.66975586365879e-12,4.84734489052642e-09,2.72352294232996e-12,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,4,"Cropland_Minimal",3.20895224585223e-12,1.99729009902796e-15,5.32021977748095e-12,3.2660715624055e-15,1.85669652168849e-09,1.0570433384793e-12,3.09756843217817e-09,1.72969051579662e-12,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,5,"Managed_forest_Intense",3.26464514397096e-12,1.8288641066096e-15,5.35245368926338e-12,2.98637902881286e-15,1.88016347373003e-09,9.64858353034419e-13,3.0949524211936e-09,1.57573273887363e-12,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,6,"Managed_forest_Light",1.45078194037953e-12,8.03596717722548e-16,2.38981363870958e-12,1.32032425388591e-15,7.95484763398689e-10,4.16911389374076e-13,1.31325490103851e-09,6.8493154160097e-13,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,7,"Managed_forest_Minimal",4.10376960451279e-13,2.21816587246947e-16,6.77683414450035e-13,3.65708180455468e-16,2.1965297945606e-10,1.1344696219865e-13,3.63336304603285e-10,1.87029289187912e-13,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,8,"Pasture_Intense",4.70657195636653e-12,3.14628176245895e-15,7.55585863704593e-12,5.09828142925037e-15,2.67807376985222e-09,1.67020894661383e-12,4.34108048576084e-09,2.70845892184055e-12,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,9,"Pasture_Light",4.11239925541516e-12,2.82311826026443e-15,6.5697965857107e-12,4.56197394595406e-15,2.37833648994513e-09,1.50718538636284e-12,3.84365009790628e-09,2.43791241914921e-12,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,10,"Pasture_Minimal",2.45283266107173e-12,2.15905202043181e-15,3.88107117263149e-12,3.46960620887132e-15,1.4322254065667e-09,1.15453491704911e-12,2.29530605679925e-09,1.85713564235509e-12,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,11,"Plantation_Intense",6.97666641580061e-12,3.53113013850523e-15,1.07824961533991e-11,5.70783824828278e-15,4.16733679796652e-09,1.88615763809156e-12,6.43617146084336e-09,3.044248831566e-12,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,12,"Plantation_Light",5.86259260151680e-12,2.92519857189052e-15,8.93362980714555e-12,4.7022617171022e-15,3.60532939814072e-09,1.58048846262096e-12,5.50348948361606e-09,2.53697413901974e-12,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,13,"Plantation_Minimal",1.93590326574301e-12,1.02782953127983e-15,3.13695979707976e-12,1.69123781081875e-15,1.03829131484562e-09,5.28485072141031e-13,1.67741052266196e-09,8.68865767991612e-13,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,14,"Urban_Intense",7.55913279688295e-12,5.21141519402363e-15,1.25437818960933e-11,8.439690747565e-15,4.58414967908644e-09,2.81410334260786e-12,7.69014973250538e-09,4.56386617453556e-12,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,15,"Urban_Light",3.07917422763196e-12,2.27800285447844e-15,5.10950292348595e-12,3.66589157904025e-15,1.9760534951496e-09,1.25069584791525e-12,3.32461226219941e-09,2.01730889531933e-12,"proxy_type","proxy_type"
"AA",4,10405,"North Island temperate forests","Eukaryota",NA,16,"Urban_Minimal",1.76776282570332e-12,2.11533740373798e-15,2.78639123887191e-12,3.38652725193943e-15,9.58633858014111e-10,1.13072714845529e-12,1.51001434387781e-09,1.80947772543194e-12,"proxy_type","proxy_type"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,2,"Cropland_Intense",1.58188245297232e-11,7.03243977131044e-15,3.27985457048809e-11,1.50230497830388e-14,8.43959443799599e-09,3.70680554632109e-12,1.74529864108075e-08,7.91630276527068e-12,"proxy_partial","proxy_partial"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,3,"Cropland_Light",1.24043086070984e-11,6.04679231551201e-15,2.59079692116325e-11,1.30339891538138e-14,6.71710245341255e-09,3.2095843059724e-12,1.39769555333016e-08,6.91289816317505e-12,"proxy_partial","proxy_partial"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,4,"Cropland_Minimal",8.91862883200012e-12,3.84732033746559e-15,1.8450021872244e-11,8.19310360018138e-15,4.73632116558583e-09,2.02299812413355e-12,9.77565241078411e-09,4.30742924258762e-12,"proxy_type","proxy_type"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,5,"Managed_forest_Intense",1.16681628366445e-11,3.81585502913668e-15,2.08600825092861e-11,7.51204516066084e-15,7.15391716247196e-09,2.15157439048746e-12,1.19949927049846e-08,4.08511976387092e-12,"proxy_partial","proxy_partial"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,6,"Managed_forest_Light",5.16410754590806e-12,1.61280210931873e-15,9.68860479054952e-12,3.20328560359444e-15,2.95085204000375e-09,8.75403409501557e-13,5.28895306712049e-09,1.6965491838106e-12,"proxy_partial","proxy_partial"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,7,"Managed_forest_Minimal",1.46515120396761e-12,4.39768599536443e-16,2.78990764763504e-12,8.72830380081388e-16,8.11239183269357e-10,2.33784884856385e-13,1.48693245191091e-09,4.54459610961621e-13,"proxy_partial","proxy_partial"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,8,"Pasture_Intense",1.21730726765841e-11,6.0895309533613e-15,2.54950108013269e-11,1.3124375850412e-14,6.44403372628003e-09,3.20893717861017e-12,1.35103011622757e-08,6.9224456009581e-12,"proxy_partial","proxy_partial"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,9,"Pasture_Light",1.0071832108815e-11,5.48297867286996e-15,2.12546560362509e-11,1.19003385401197e-14,5.38403865884407e-09,2.90295487685713e-12,1.13712052376566e-08,6.30496584582233e-12,"proxy_partial","proxy_partial"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,10,"Pasture_Minimal",5.98860529287037e-12,4.33040240882463e-15,1.30672000415441e-11,9.58311826524825e-15,3.23465680779405e-09,2.29545358199187e-12,7.05354457091926e-09,5.07994848057554e-12,"proxy_partial","proxy_partial"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,11,"Plantation_Intense",1.23219644192904e-11,7.07491441091018e-15,1.94517537823153e-11,1.0616390149248e-14,9.06866842766098e-09,5.09906630107707e-12,1.45198166631081e-08,7.77602301922989e-12,"proxy_type","proxy_type"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,12,"Plantation_Light",1.05682207574308e-11,6.56867193976488e-15,1.61477167290362e-11,9.6626339538676e-15,7.73914865941455e-09,4.71528195017604e-12,1.20047948107289e-08,7.05002702265258e-12,"proxy_type","proxy_type"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,13,"Plantation_Minimal",3.17501517148332e-12,1.25156063715568e-15,5.62334582261364e-12,2.09957795783072e-15,2.381023522268e-09,9.2362686724201e-13,4.25315827245584e-09,1.56913095665536e-12,"proxy_type","proxy_type"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,14,"Urban_Intense",1.33277292277232e-11,6.31539130907806e-15,2.77580818830778e-11,1.35710206141794e-14,7.28105208416005e-09,3.36167686880783e-12,1.51214414035949e-08,7.21926137671065e-12,"proxy_partial","proxy_partial"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,15,"Urban_Light",5.61866099715068e-12,4.15136470133238e-15,1.22918784613955e-11,9.21916159293286e-15,3.1974974297222e-09,2.23934425728187e-12,6.94320989732496e-09,4.96463744810617e-12,"proxy_partial","proxy_partial"
"AA",4,10406,"Northland temperate kauri forests","Eukaryota",NA,16,"Urban_Minimal",4.6083823343861e-12,3.93566482603785e-15,1.03633621506957e-11,8.80221986019174e-15,2.43537041683944e-09,2.07951615451334e-12,5.47728864678105e-09,4.65148672254418e-12,"proxy_partial","proxy_partial"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,2,"Cropland_Intense",1.38461397684372e-11,2.35850446172508e-15,2.8824763490702e-11,4.34757953299315e-15,1.06290756786472e-08,1.90087966317215e-12,2.22960190834661e-08,3.52825086350832e-12,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,3,"Cropland_Light",1.10457295637646e-11,2.32388006044336e-15,2.247924373328e-11,4.26912323324984e-15,8.53754034305394e-09,1.87501982355521e-12,1.7493220124405e-08,3.46886883506247e-12,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,4,"Cropland_Minimal",7.76484759317816e-12,1.22493920534215e-15,1.62786651723985e-11,2.26123859439139e-15,5.94787688840299e-09,9.86810162942219e-13,1.25682905129464e-08,1.83414684898613e-12,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,5,"Managed_forest_Intense",2.94207554054423e-11,3.63330609746605e-15,3.6633300328226e-11,4.33272275577795e-15,2.28598822101462e-08,3.03186915181523e-12,2.84341630939463e-08,3.60612817752407e-12,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,6,"Managed_forest_Light",1.49171856048777e-11,1.07613127733469e-15,1.85565773049472e-11,1.28755808989692e-15,1.14969226854499e-08,8.91938077682525e-13,1.42889370968827e-08,1.06427822546105e-12,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,7,"Managed_forest_Minimal",4.48227674422885e-12,2.5357341132238e-16,5.57423025485042e-12,3.04058642865476e-16,3.4460293831915e-09,2.09226776418357e-13,4.28184133078589e-09,2.50187361208538e-13,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,8,"Pasture_Intense",7.80884144123725e-12,1.68921658370884e-15,1.30484651408959e-11,2.74280671604373e-15,5.13996174275314e-09,1.16051048180165e-12,9.07256853625005e-09,1.99417354460756e-12,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,9,"Pasture_Light",6.71038601370796e-12,1.67563523000238e-15,1.1106252133859e-11,2.71879310460281e-15,4.45398563861133e-09,1.15202904152557e-12,7.77916045818842e-09,1.9781817873139e-12,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,10,"Pasture_Minimal",3.0238910306043e-12,9.92988152744278e-16,4.89148191139423e-12,1.60936344232184e-15,2.0464381881374e-09,6.83478110663413e-13,3.48726140368182e-09,1.17231659385788e-12,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,11,"Plantation_Intense",1.23219644192904e-11,2.89098501511117e-15,1.94517537823153e-11,4.1247988810161e-15,9.06866842766098e-09,2.16204320970771e-12,1.45198166631081e-08,3.12809325540919e-12,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,12,"Plantation_Light",1.05682207574308e-11,2.8693016473702e-15,1.61477167290362e-11,4.08394761408689e-15,7.73914865941455e-09,2.14560496580654e-12,1.20047948107289e-08,3.09699740891365e-12,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,13,"Plantation_Minimal",3.17501517148332e-12,3.00078479860999e-16,5.62334582261364e-12,4.3946030759218e-16,2.381023522268e-09,2.24669349122864e-13,4.25315827245584e-09,3.33402395166427e-13,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,14,"Urban_Intense",1.01960801749495e-11,2.74785024174932e-15,1.94286543448206e-11,5.03262432952935e-15,7.79539782282089e-09,2.18247025100182e-12,1.50521646063463e-08,4.04711283138762e-12,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,15,"Urban_Light",3.93667626901748e-12,1.48642655047436e-15,7.16150452510187e-12,2.71663963533223e-15,3.10634840996302e-09,1.18239055348739e-12,5.71004849689582e-09,2.18792581740752e-12,"proxy_type","proxy_gep"
"AA",4,10407,"Rakiura Island temperate forests","Eukaryota",NA,16,"Urban_Minimal",0,0,0,0,0,0,0,0,"proxy_type","proxy_gep"
"AA",4,10408,"Richmond temperate forests","Eukaryota",NA,2,"Cropland_Intense",1.38461397684372e-11,2.85101051387283e-15,2.8824763490702e-11,5.60191920559984e-15,1.06290756786472e-08,2.21980715582921e-12,2.22960190834661e-08,4.38779892748312e-12,"proxy_type","proxy_type"
"AA",4,10408,"Richmond temperate forests","Eukaryota",NA,3,"Cropland_Light",1.10457295637646e-11,2.54185772102595e-15,2.247924373328e-11,4.90140213427976e-15,8.53754034305394e-09,1.98891098595463e-12,1.7493220124405e-08,3.85759134960814e-12,"proxy_type","proxy_type"
"AA",4,10408,"Richmond temperate forests","Eukaryota",NA,4,"Cropland_Minimal",7.76484759317816e-12,1.53976373560527e-15,1.62786651723985e-11,3.04601790102297e-15,5.94787688840299e-09,1.19669887724892e-12,1.25682905129464e-08,2.38176340284706e-12,"proxy_type","proxy_type"
"AA",4,10408,"Richmond temperate forests","Eukaryota",NA,5,"Managed_forest_Intense",2.00036656914534e-11,2.43813934733957e-15,2.29795263073151e-11,2.84150259035496e-15,1.15549258258308e-08,1.28247254454575e-12,1.33623703718125e-08,1.49607020982822e-12,"proxy_type","proxy_type"
"AA",4,10408,"Richmond temperate forests","Eukaryota",NA,6,"Managed_forest_Light",9.80652976501706e-12,1.14527638048698e-15,1.11382293198828e-11,1.3127013903351e-15,5.34624781744825e-09,5.92072893984455e-13,6.10155829759352e-09,6.79291397015654e-13,"proxy_type","proxy_type"
"AA",4,10408,"Richmond temperate forests","Eukaryota",NA,7,"Managed_forest_Minimal",2.90298083441453e-12,3.27594119988131e-16,3.28346051215992e-12,3.72290346046007e-16,1.54395930591506e-09,1.67138819812495e-13,1.75327360115522e-09,1.90091040341402e-13,"proxy_type","proxy_type"
"AA",4,10408,"Richmond temperate forests","Eukaryota",NA,8,"Pasture_Intense",2.24637811020669e-11,5.15880703619944e-15,2.70075761679916e-11,6.31776673563159e-15,1.18362061650759e-08,2.68519844679914e-12,1.45373954208804e-08,3.29751342456577e-12,"proxy_type","proxy_type"
"AA",4,10408,"Richmond temperate forests","Eukaryota",NA,9,"Pasture_Light",1.78506890210233e-11,4.64954225129939e-15,2.18430514839659e-11,5.74762625152352e-15,9.52445704198391e-09,2.4299916572464e-12,1.1949308038332e-08,3.01180012402444e-12,"proxy_type","proxy_type"
"AA",4,10408,"Richmond temperate forests","Eukaryota",NA,10,"Pasture_Minimal",6.50096688866167e-12,2.32502123455834e-15,8.39320211620618e-12,2.92832255916549e-15,3.60520315036895e-09,1.22511879888097e-12,4.8079550864238e-09,1.5463666876707e-12,"proxy_type","proxy_type"
"AA",4,10408,"Richmond temperate forests","Eukaryota",NA,11,"Plantation_Intense",1.23219644192904e-11,2.89922664332994e-15,1.94517537823153e-11,4.32569812686715e-15,9.06866842766098e-09,2.09491467802723e-12,1.45198166631081e-08,3.17362398784409e-12,"proxy_type","proxy_type"
"AA",4,10408,"Richmond temperate forests","Eukaryota",NA,12,"Plantation_Light",1.05682207574308e-11,2.70562116721191e-15,1.61477167290362e-11,3.96094717681473e-15,7.73914865941455e-09,1.94814162713178e-12,1.20047948107289e-08,2.89597679585891e-12,"proxy_type","proxy_type"
